id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
20127869,Stylish Apartment @ City Center / West,143098191,Peter,,Westerpark,52.390686605156766,4.882799625927987,Entire home/apt,175,2,0,,,1,0
13373785,"Comfortable, spacious apartment with roof terrace",7586589,Mayken,,Westerpark,52.37378489224652,4.871460557919036,Entire home/apt,115,5,4,2017-08-09,0.25,1,61
1613972,Lovely light apartment with bike,4209869,Eline,,Westerpark,52.37943854298914,4.870008014882039,Entire home/apt,85,2,15,2017-11-19,0.31,1,99
14553450,Spacious apartment near Centre Amsterdam,23885774,Humberto,,Westerpark,52.38798586728309,4.880307969500671,Entire home/apt,215,3,4,2017-05-28,0.29,1,19
19345439,"Light, cozy apartment by Westerpark",17372590,Henrik,,Westerpark,52.38319312284227,4.871899788339737,Entire home/apt,140,3,0,,,1,57
19796378,Amazing unique canal house apartment | City Centre,139809820,Simon,,Westerpark,52.37699904704259,4.876672147962378,Entire home/apt,250,2,3,2017-10-05,1.34,1,8
13144503,"Apartment with garden 1 min from ""De Jordaan""",38428993,Joost,,Westerpark,52.379335855001735,4.875755952291529,Entire home/apt,150,2,10,2017-10-08,0.74,1,358
17511271,Lovely apartment with garden near the city center,31768700,Cecilia,,Westerpark,52.38206385599577,4.871803440752066,Entire home/apt,100,7,16,2017-10-01,1.83,1,108
18555223,Wittenkade Canal View Apartment for Two,517215,Niels En Viv (Welcome Back),,Westerpark,52.38182089793945,4.8742468254917934,Entire home/apt,125,2,5,2017-06-22,0.76,52,6
8131189,Sweet 1 BD home by the Westerpark,11593125,Sabine,,Westerpark,52.3842978692309,4.873302240893996,Entire home/apt,75,1,3,2015-09-30,0.11,1,0
19796647,City center apartment with canal view!,139812512,Vielka,,Westerpark,52.376904048198014,4.876802465326524,Private room,120,2,8,2017-10-08,1.88,1,25
12820974,"Quiet, central ground floor apt",13947403,Jeroen,,Westerpark,52.3777621423149,4.873310555179398,Entire home/apt,129,3,26,2017-09-21,1.39,1,112
17474066,Private apartment near Westerpark & Centre,118357014,Bas,,Westerpark,52.38265153281173,4.870960605232966,Private room,75,1,22,2017-11-26,2.87,2,7
16687637,Modern and spacious apartment close to city center,11420262,Lotte,,Westerpark,52.379678657163076,4.874264987460565,Entire home/apt,110,3,3,2017-06-04,0.32,1,0
6067003,"Spacious City Centre Appartment, with Garden",14311409,Bouke,,Westerpark,52.385244771807784,4.881450135754065,Entire home/apt,200,2,1,2017-10-06,0.50,1,115
11899719,Great and bright apt near the City Centre,3097516,Ester,,Westerpark,52.389302236013144,4.8862506905400185,Entire home/apt,114,2,10,2017-05-31,0.51,1,0
11174555,"Panoramaview, Worldy, 5min to Jordaan,Spa bathroom",7524088,Alexander,,Westerpark,52.37568831843783,4.875051722443129,Entire home/apt,98,2,18,2017-03-12,0.96,1,0
9702049,❤︎ Romantic & Stylish Canalside Loft Apartment,50099211,Erik,,Westerpark,52.377326965245935,4.873336412785355,Entire home/apt,225,2,23,2017-08-20,1.03,1,0
13079391,"Stylish apartment, sunny terrace, near Jordaan",34673809,Bouke,,Westerpark,52.388966358943115,4.883002989409264,Entire home/apt,119,3,3,2016-08-21,0.19,1,0
6464090,Trendy & cute App Amsterdam Westerpark,8569128,Britt,,Westerpark,52.38357738120274,4.871977174666444,Entire home/apt,98,2,33,2017-05-29,1.73,1,38
6365794,Amazing apartment with roof terrace,17809972,Karel,,Westerpark,52.38540296226771,4.8734401529692,Entire home/apt,133,2,12,2016-11-12,0.39,1,0
12424158,Waterside apartment near center,16008580,Michiel And Kim,,Westerpark,52.38936815920995,4.884269007299477,Entire home/apt,110,2,9,2017-08-09,0.46,1,192
4083016,Beautiful light home AT CENTRUM,21175917,Marcella,,Westerpark,52.38221768825174,4.873822035489771,Entire home/apt,180,3,4,2017-06-18,0.28,1,63
18783015,Beautiful apartment in the heart of Amsterdam!,9992952,Giada,,Westerpark,52.376112068075585,4.873163383776136,Entire home/apt,120,2,6,2017-10-15,0.93,1,6
1381400,"Entire, child proof, house in center of Amsterdam!",7392170,Edith,,Westerpark,52.37649140871711,4.873411416772551,Entire home/apt,150,3,6,2017-08-29,0.21,1,4
8980863,Beautiful apartment centre A'dam,8254371,Jefta,,Westerpark,52.37998897620051,4.875611194668819,Entire home/apt,120,3,0,,,1,0
15213373,Cosy place in Amsterdam,96652816,Noor,,Westerpark,52.39079164429679,4.875037646589864,Entire home/apt,109,2,3,2017-04-09,0.32,1,323
18027638,Room for professional traveller in Amsterdam,21767411,Jack,,Westerpark,52.38832407500671,4.878219237693131,Private room,75,1,16,2017-11-13,2.73,1,13
12165996,Modern house in nice West part,65346045,Bianca,,Westerpark,52.37835334362607,4.870598302024382,Entire home/apt,70,2,4,2016-10-03,0.23,1,0
16294769,Beautiful apartment in Adam-West. Next to Jordaan,40042248,Flavien,,Westerpark,52.37648269201529,4.872275942966561,Entire home/apt,150,2,1,2017-01-01,0.09,1,0
2073456,"2 BR, Great view, Great location, Great for family",8862964,Muli,,Westerpark,52.385753003400275,4.868181666547926,Entire home/apt,250,4,18,2017-06-06,0.39,1,16
18245958,"Centrally located modern, fresh apartment",20513869,Andreas,,Westerpark,52.38236267963364,4.869368700727892,Entire home/apt,140,2,10,2017-11-19,1.30,1,17
15045784,Comfortable apartment nearby City Centre | 2P,20940449,Tamara,,Westerpark,52.382655178312966,4.873258461900759,Entire home/apt,123,2,17,2017-10-09,1.19,1,2
18719646,"Private room with balcony, center of Amsterdam",85943096,Romy,,Westerpark,52.37829950212696,4.873481935590699,Private room,100,3,4,2017-10-23,0.76,1,3
16139238,Cozy apartment nearby the city center,5964794,Mark,,Westerpark,52.373637860307795,4.870463049929303,Entire home/apt,100,3,8,2017-11-20,1.06,1,0
13103689,Quiet one bedroom apt. one block from the Jordaan,72821127,Emilia,,Westerpark,52.37612075684684,4.876092199353091,Entire home/apt,110,3,18,2017-11-06,1.22,1,23
13017363,Great place near Westerpark/Jordaan,7528156,Isabelle,,Westerpark,52.37974500568709,4.8708959553930375,Entire home/apt,115,2,13,2017-11-19,0.84,1,0
2916061,World famous building on the water,14891960,Virginia Y David,,Westerpark,52.38972827303098,4.889417908501934,Entire home/apt,130,2,34,2016-12-20,0.80,1,0
2404640,Lovely city apartment for two!,12289653,Iris,,Westerpark,52.37399079176698,4.869009291144884,Entire home/apt,95,10,11,2017-06-16,0.25,1,0
20565826,Light and modern apartment near city centre,108722760,Ilse,,Westerpark,52.382971387907794,4.875367117551601,Entire home/apt,145,2,2,2017-10-12,0.76,1,89
5994414,Stay Between Jordaan & Vondelpark,4214805,Joseph Vito,,Westerpark,52.37367268911828,4.874130216234148,Private room,100,1,1,2016-02-20,0.05,1,0
8093694,Central Family Apartment with BIG sunny garden,27980215,Michelle,,Westerpark,52.38661933884175,4.880032733810103,Entire home/apt,258,2,12,2017-09-17,0.44,1,153
8650747,Luxuy 4BR Apartment Amsterdam,27260479,Sybilla,,Westerpark,52.377936648157615,4.869734450036424,Entire home/apt,120,2,8,2016-10-03,0.31,1,1
21790701,Van OldenBnB - just one block from the Jordaan!,3786292,Flavio,,Westerpark,52.37563209499559,4.874712235408608,Private room,169,1,0,,,2,216
7382576,Spacious ground floor appartement,16345289,Hans,,Westerpark,52.3846500530626,4.878265067675579,Entire home/apt,160,2,43,2017-10-15,1.57,1,51
13440279,Cozy & nice room with balcony,76703439,Gianni,,Westerpark,52.38487364398056,4.867013871321481,Private room,67,2,65,2017-09-17,3.65,2,336
18022008,"Cosy, familiar central apartment",20227715,Eva,,Westerpark,52.39050091735876,4.885093827575932,Entire home/apt,220,2,8,2017-11-19,1.03,1,79
18742837,Appartment Amsterdam,130002083,Tim,,Westerpark,52.38493130709207,4.8727456344412055,Private room,181,1,4,2017-06-26,0.59,1,0
8551961,Bright&new appartm. in city centre,27658042,Linda,,Westerpark,52.374797584142016,4.8744026799469005,Entire home/apt,120,4,3,2016-02-25,0.12,1,0
17038857,Private room with roofterrace,114331931,Atse,,Westerpark,52.37719522109743,4.871870701766837,Private room,85,1,15,2017-10-19,1.64,1,11
12647913,Perfect Apartment near Jordaan!,13121972,Ralph,,Westerpark,52.377929744491105,4.873037850681406,Entire home/apt,250,3,6,2017-04-28,0.32,1,364
12975581,Sunny apartment at perfect location,71421994,Jeroen,,Westerpark,52.37733677891685,4.87350075896929,Entire home/apt,100,2,12,2017-10-20,0.68,1,0
1048032,Spacious apartment near city center,3365822,Martin&Nienke,,Westerpark,52.38305415532048,4.873769839558345,Entire home/apt,189,2,3,2016-09-15,0.15,1,0
16744355,Enjoyable room for two near Centre and Jordaan,3557630,Mercy,,Westerpark,52.38918269130339,4.88219369668375,Private room,62,2,16,2017-09-07,1.48,2,149
16363349,Westerpark Housing,2717366,Helen,,Westerpark,52.385245398755046,4.881853956775389,Private room,96,3,33,2017-11-12,2.98,1,332
10223019,Romantic apartment in city center,3070404,Niels,,Westerpark,52.38945149783942,4.887855765655482,Entire home/apt,140,2,10,2017-10-22,0.43,1,255
14946034,"Light and cosy apartment in Amsterdam, Jordaan",6951413,Silke,,Westerpark,52.3742773299339,4.871150126915972,Entire home/apt,80,3,9,2017-11-01,0.66,1,1
4259226,Lovely apartment Amsterdam Centre,8809181,Werner,,Westerpark,52.37382865965186,4.87317597208285,Entire home/apt,99,3,26,2017-10-22,0.69,1,156
14318998,Cosy apartment in westerpark amsterdam,87574500,A,,Westerpark,52.38433220725996,4.870547148412858,Entire home/apt,85,3,19,2017-08-06,1.16,1,41
14318999,Lovely apartment near Westerpark in 'West',87575527,Lilach,,Westerpark,52.3810430914602,4.869870297307419,Entire home/apt,120,2,7,2016-10-16,0.44,1,0
2915695,Room near Westerpark & Central,9988423,C & N,,Westerpark,52.38475405992832,4.880429089266266,Private room,105,2,47,2017-11-03,1.08,1,350
18410039,Cosy apartment with canal view!,7975382,Diederik,,Westerpark,52.38288056605368,4.874177478883993,Entire home/apt,125,1,11,2017-11-28,1.50,1,337
9528440,Romantic apartment with two cats!,11846952,Renate,,Westerpark,52.38087325455071,4.877429754144522,Entire home/apt,125,2,34,2017-09-10,1.42,1,0
15780332,"Light, spacious and modern apartment (central)",102065472,Eline,,Westerpark,52.379520174038625,4.869359615349237,Entire home/apt,125,2,9,2017-11-05,0.79,1,11
19784795,Stylish apartment overlooking canals,54657685,Guido,,Westerpark,52.384456077181824,4.876923457622215,Entire home/apt,220,2,13,2017-11-10,2.81,1,0
16436272,Cosy apartment near the Jordaan and City Centre,107771924,Kamil,,Westerpark,52.38760553929825,4.883791102867535,Entire home/apt,110,2,5,2017-02-19,0.48,1,0
3793956,Want to feel at home in Amsterdam?,3878625,Meike,,Westerpark,52.38371887155555,4.88055414794463,Entire home/apt,375,4,10,2015-08-03,0.30,1,0
7464447,Apt. near Center & Anne Frank House (only couples),10291162,Frank,,Westerpark,52.37393912343334,4.871917899626398,Entire home/apt,115,2,4,2016-02-09,0.14,1,0
9659371,Westerpark Retreat,2028878,City Centre,,Westerpark,52.388429371048396,4.882486898303558,Entire home/apt,59,5,17,2017-07-01,0.71,7,0
3736210,Centrum Located Apartment,17808959,Alan,,Westerpark,52.37306806341395,4.869789159021744,Entire home/apt,160,1,15,2017-06-25,0.38,1,6
18457355,Typical Amsterdam canal apartment,108526243,Laura,,Westerpark,52.3831104993827,4.879030803697064,Entire home/apt,175,1,2,2017-05-28,0.28,1,278
20211122,Not available,67777107,Eugenio,,Westerpark,52.390994851157856,4.87773833169206,Entire home/apt,999,20,0,,,1,358
19653107,Beautiful duplex near the Jordaan + local tips,6733676,Fanny,,Westerpark,52.381470826747325,4.873133767969577,Entire home/apt,150,2,11,2017-11-01,2.16,1,0
16376310,Clean and spacious apartment in cosy neighbourhood,89885614,Frank,,Westerpark,52.37641504328794,4.872331161438352,Entire home/apt,169,2,0,,,1,0
18670045,Beautiful 19th century sunny design apartment,17117154,Pinar,,Westerpark,52.38021600703857,4.870233169917357,Entire home/apt,150,2,8,2017-11-05,1.21,1,3
16852387,Lovely city apartment with canal view and a piano!,75751560,Kathrin,,Westerpark,52.385267650287396,4.880232579424812,Entire home/apt,160,2,6,2017-10-23,0.58,1,8
7725507,Lovely bright&perfect located apartment,735122,Suzanne,,Westerpark,52.37681263552535,4.875492920121337,Entire home/apt,126,2,12,2017-10-13,0.49,1,2
21406116,Vintage Apartment for couples - Near the Heart of Amsterdam,154421101,Julia,,Westerpark,52.38232852595658,4.871863410641111,Entire home/apt,175,2,4,2017-11-24,4,1,0
17184502,Cozy Private Room for 2 - close to the Centre,102620872,Cooper,,Westerpark,52.3721384725614,4.868157247596622,Private room,68,2,46,2017-11-20,5.05,1,162
14541228,Complete apt Westerpark,89973988,Jelte,,Westerpark,52.3846583412731,4.877463590613057,Entire home/apt,108,2,5,2016-10-09,0.32,1,0
17622457,Light apartment close to Jordaan and city centre,90293855,Karen,,Westerpark,52.37534772620843,4.874642821039085,Entire home/apt,130,4,7,2017-11-30,2.73,1,76
4284826,Modern new apartment near centrum,22242911,Annebel,,Westerpark,52.3897554461056,4.879987477554585,Entire home/apt,125,2,8,2017-11-28,0.32,1,0
2482541,130 m2 cozy city apartment,4577792,Laurus,,Westerpark,52.38613200542934,4.876858025842053,Entire home/apt,300,2,37,2017-08-20,0.88,1,94
12477711,Cosy decorated house near the centre of Amsterdam,3110948,Flora,,Westerpark,52.377356485415,4.870010249006906,Entire home/apt,88,6,8,2017-01-08,0.43,1,12
18993358,Light and bright apartment in Oud West,24105874,Maurits,,Westerpark,52.37525782388254,4.874742919235284,Entire home/apt,139,3,6,2017-10-01,0.97,1,0
7430492,house with outdoors 5 min centre,2205206,Juliette,,Westerpark,52.39008569452113,4.874643818542604,Entire home/apt,150,1,0,,,2,0
18407771,Room #2 - Pool Table; Spa; Roof tce; on canal,12327340,Michelle,,Westerpark,52.378180725626336,4.876965142147455,Private room,90,2,9,2017-12-03,1.30,2,273
2186361,Cosy & authentic in Westerpark,11148293,Inge,,Westerpark,52.38468228834935,4.871443947415213,Entire home/apt,115,2,73,2017-11-06,1.69,1,4
4515924,"Top location, great space, garden",7323577,Daniel,,Westerpark,52.384065684784325,4.877335577885538,Entire home/apt,169,3,5,2016-09-13,0.15,1,344
1040669,"Bohemian Home+garden,Jordaan",2352384,Denise,,Westerpark,52.3747880663555,4.873571793463626,Entire home/apt,172,4,7,2017-05-07,0.33,1,160
21782777,Spacious Apartment with Garden in the City Center,7803009,Valérie,,Westerpark,52.391748550459965,4.8722859524798485,Entire home/apt,125,2,1,2017-12-04,1,1,5
20373725,Comfortable 2P apt. next to the Jordaan,145303638,Wouter,,Westerpark,52.377062319477915,4.874707986888698,Entire home/apt,100,2,10,2017-11-26,3.13,1,1
15655124,Light & Spacious 35m2 Studio for 2 near Jordaan,101043391,Yorick,,Westerpark,52.37383123820266,4.874558545531456,Private room,125,2,25,2017-10-29,1.93,1,4
4481240,Cosy and luxe apartment in Amsterdam,23251696,Annemarie,,Westerpark,52.39022326303507,4.879909852147837,Entire home/apt,99,5,3,2017-10-23,0.71,1,26
1560611,"Spacious, bright and cozy apartment",8272088,Melanie,,Westerpark,52.37266612196327,4.869297681739907,Entire home/apt,119,2,10,2016-03-29,0.20,1,306
20040135,Fantastic place to explore Amsterdam,22831312,Alex,,Westerpark,52.38865449660637,4.879855953394476,Entire home/apt,125,30,0,,,1,90
13152028,Bright and beautiful family home,17519276,Jolieke,,Westerpark,52.39019974088199,4.873881763574995,Entire home/apt,190,2,5,2017-08-12,0.31,1,38
4565021,"AMAZING park views, perfect for couples!",23646547,Laura,,Westerpark,52.38487837206901,4.877177489270553,Entire home/apt,90,2,5,2017-10-15,1.67,1,2
8511647,City Center (Jordaan) Stylish and Light Apartment,1156411,Irene,,Westerpark,52.37462440245066,4.873039038560047,Entire home/apt,144,1,7,2017-10-22,0.96,1,179
7627497,Stay next to the Westerpark (tip!),4902335,Justus,,Westerpark,52.38482618060466,4.877486902940546,Entire home/apt,120,2,12,2017-09-24,0.44,1,0
8315524,Spacious apartment near CS,7662152,Fé,,Westerpark,52.39049337369715,4.884638216516557,Entire home/apt,149,1,15,2017-10-29,0.59,1,8
18309700,Apartment - Jordaan,126642904,Lauraine,,Westerpark,52.37915677149874,4.87464366404347,Entire home/apt,150,1,5,2017-09-23,0.75,1,56
14409768,Amazing 2p design apartment near city centre!,4684210,Anouk,,Westerpark,52.37505372482366,4.874290248063442,Entire home/apt,130,2,8,2016-12-11,0.55,1,10
21979172,"Cozy room in Modern, Central Apartment",8138863,Nandor,,Westerpark,52.37858190170857,4.871938597081392,Private room,15,3,0,,,9,10
20144156,Westerpark,136145823,Juliette,,Westerpark,52.38280965440871,4.865429310532682,Entire home/apt,173,10,0,,,1,0
20144144,Central location - Great 3 bedroom Apt. - Parkview,89307903,Alejandra,,Westerpark,52.382364590154445,4.876535973630222,Entire home/apt,177,5,2,2017-10-19,0.50,1,358
20275209,Family apartment with roof terrace near centre,12051854,Roos,,Westerpark,52.391918805033555,4.871719426098989,Entire home/apt,125,4,2,2017-10-22,0.67,1,71
13819877,Trendy & cosy 1BDR apt top location,9536650,Anne-Celine,,Westerpark,52.388578924291444,4.878865380208093,Entire home/apt,150,3,15,2017-10-29,0.89,1,156
13393840,Charming apartment close to centre,10721494,Anna,,Westerpark,52.37683016580929,4.875558370388494,Entire home/apt,220,1,11,2017-06-18,0.66,1,3
9920423,Studio with private roof terrace,9427739,Matteo,,Westerpark,52.38012657349988,4.878746593527152,Entire home/apt,100,3,16,2017-09-10,2.50,1,89
20734867,Design Duplex Deluxe in Amsterdam-West,127723764,Jelle,,Westerpark,52.38034718950232,4.878413366639313,Entire home/apt,105,2,4,2017-10-13,1.60,1,27
13951835,Spacious and warm apartment centrally located,14927795,Maarten,,Westerpark,52.37532410504288,4.870318499904573,Entire home/apt,250,1,11,2017-11-27,1.20,1,50
14181194,Cosy Apartment close to centre,1684748,Pamela,,Westerpark,52.384779958109085,4.87270129092187,Entire home/apt,89,3,6,2016-10-30,0.40,1,0
2450249,Luxerious houseboat Amsterdam,3523553,Doet,,Westerpark,52.38038268095787,4.868951713798012,Entire home/apt,386,3,8,2017-08-07,0.28,3,58
9659173,Lovely stylish apt in Amsterdam West near Jordaan,43706091,Charlie,,Westerpark,52.382792107633584,4.873948322865132,Entire home/apt,120,1,23,2017-09-24,0.98,1,122
582435,Apartment for 4 people + babyroom in city centre,1206005,Dirk,,Westerpark,52.37994396566688,4.872609522097138,Entire home/apt,300,2,24,2017-09-11,0.37,1,356
11198264,"Cosy place Amsterdam Central Station  , West Side",55001181,Marianna,,Westerpark,52.381314321171004,4.879593913549521,Private room,55,1,134,2017-11-16,7.56,3,15
3944620,cosy & beautiful apartment,20440059,Mink,,Westerpark,52.3750878955743,4.874395702631999,Entire home/apt,95,3,43,2017-08-27,1.09,1,4
6741761,NICE APRT NEAR BY THE CITY CENTER,20576737,Ken,,Westerpark,52.38284298418872,4.871318479493151,Entire home/apt,199,2,6,2015-10-27,0.22,2,153
19107793,Cos=zy central apartment with terrace on the canal,3117436,Daniele,,Westerpark,52.37512078239167,4.867368704574498,Entire home/apt,109,3,8,2017-11-27,1.37,1,6
6610632,Cozy appartement in Amsterdam,5417356,Maike,,Westerpark,52.38230527465205,4.8694711785828595,Entire home/apt,100,4,21,2017-10-08,0.70,1,0
3661468,Amsterdam IJ Harbor view,18552775,Nelke,,Westerpark,52.39009969382353,4.891511404763425,Private room,110,2,40,2017-11-05,1.28,1,278
7266385,Lovely apartment nearby Westerpark!,38046926,Eva,,Westerpark,52.39008319242243,4.877948332519736,Entire home/apt,80,3,8,2016-11-24,0.29,1,0
11132422,Amazing studio excellent location,37079296,Farida,,Westerpark,52.37506605902542,4.875656844409405,Private room,55,200,8,2017-11-20,0.40,2,0
12741926,Cosy apartment with rooftop terrace,10673367,Manila,,Westerpark,52.379339389069486,4.868840477615504,Entire home/apt,120,2,10,2017-10-08,0.56,1,27
14108019,High in the Sky | 2 bedroom rooftop Apartment,84963884,Anna,,Westerpark,52.38457204267346,4.8682223344907465,Entire home/apt,125,4,5,2017-10-23,0.36,1,26
2774448,"Amazing, spacious and well located apartment!",14189174,Eric,,Westerpark,52.37578937199271,4.870839243574306,Entire home/apt,172,2,24,2017-11-05,1.25,1,45
817716,Modern apt with canal and park view,4294992,Simon,,Westerpark,52.3733530133131,4.87207067277592,Entire home/apt,129,1,29,2017-10-01,0.50,1,0
18668834,Spacious 2-level apartment with roof terrace,30985166,Dick,,Westerpark,52.379608537147355,4.8705682167511695,Entire home/apt,199,4,2,2017-09-22,0.33,1,0
9057173,Beautiful apartment next to the Jordaan & centre,26066038,Evelien,,Westerpark,52.38358175397054,4.877803208282472,Entire home/apt,125,2,2,2017-09-23,0.45,1,7
16833745,"Spacious, modern two floor apartment with garden",3178153,"Kjell, Marieke And Mick",,Westerpark,52.38376267472672,4.877639282890223,Entire home/apt,175,2,4,2017-09-24,0.65,1,33
7396530,Appartment with garden next to centre,10074853,Roderik,,Westerpark,52.374148611457066,4.873710633736768,Entire home/apt,100,3,4,2017-01-01,0.14,1,0
17259681,Elegant & Nice Amsterdam apt.!,113977564,Willem,,Westerpark,52.385134074262226,4.870882328602124,Entire home/apt,79,2,7,2017-04-09,0.80,112,0
15948866,Spacious canalside apartment near city center,103534723,Patrick & Simone,,Westerpark,52.37333214540503,4.870529584687312,Entire home/apt,120,1,22,2017-10-22,1.80,1,0
19852806,Light apartment w/ private garden across city park,2893309,Roos,,Westerpark,52.38468645271982,4.8682548359134215,Entire home/apt,200,5,0,,,1,141
4774934,city centre apartement ,24626910,Marijtje,,Westerpark,52.3765335283425,4.8751812022021985,Entire home/apt,99,3,1,2015-08-17,0.04,1,0
20128064,Live like a local in Westerpark.,62901998,Shelly,,Westerpark,52.38394426170658,4.8740309125559795,Entire home/apt,110,2,7,2017-11-27,1.62,1,0
2252380,Bright apartment near Jordaan,11503472,Liesbeth,,Westerpark,52.376991744115664,4.87320042312759,Entire home/apt,120,3,11,2017-09-10,0.26,1,0
16014890,Renovated 2 bedroom at Westerpark,18263044,Hailey,,Westerpark,52.384627450504425,4.874847837941542,Entire home/apt,150,3,3,2017-06-19,0.26,1,0
17709659,COZY apt. for couples + balcony!,113977564,Willem,,Westerpark,52.39121043501721,4.875921141971742,Entire home/apt,79,2,10,2017-10-08,1.29,112,0
8097619,Modern Apartment in Westerpark,24943595,Ewout,,Westerpark,52.38235801615619,4.878857076434877,Entire home/apt,110,3,3,2016-02-15,0.11,1,0
1792271,Modern Apartment next to Westerpark,4976553,Ivo,,Westerpark,52.39192172032514,4.872231346743669,Entire home/apt,100,3,26,2017-06-29,0.52,1,0
13612605,"Nice and bright apartment, city centre Amsterdam",78793103,Paul,,Westerpark,52.37506418174059,4.874657616221688,Entire home/apt,95,2,4,2016-08-01,0.23,1,0
20487597,Little paradise in Amsterdam-West,65859990,Martijn,,Westerpark,52.38419910508859,4.871701022115757,Entire home/apt,105,2,1,2017-08-31,0.31,58,0
14114032,Lovely & Warm Home in West-Amsterdam  | BALCONY,65859990,Martijn,,Westerpark,52.384674826243995,4.873937122486151,Entire home/apt,94,2,2,2016-12-29,0.12,58,6
20700388,Fantastic 2p apt.! Roof terrace!,113977564,Willem,,Westerpark,52.38364375730069,4.871504986064462,Entire home/apt,79,2,14,2017-11-23,5.25,112,29
7297114,"Nearby centre, next to park, with skyline views",96492,Peter,,Westerpark,52.38489501065055,4.868167141972207,Entire home/apt,160,4,15,2017-08-28,0.52,1,88
19880015,Beautiful 200m2 townhouse located in the centre,140686222,Wouter,,Westerpark,52.378500967426014,4.874863076727308,Entire home/apt,500,3,0,,,1,0
13817814,bfgbfss,29945731,Rixt,,Westerpark,52.383458157705746,4.8764604236993145,Entire home/apt,110,5,12,2017-10-20,0.75,1,51
17487828,Family apartment @ great location close to Jordaan,10069952,Celine,,Westerpark,52.37980879886447,4.878390538158886,Entire home/apt,200,2,1,2017-05-28,0.16,1,33
13785032,Spacious Apartment near City Center / Jordaan,43920730,Karin,,Westerpark,52.39004569267372,4.879658814085677,Entire home/apt,99,2,2,2016-10-16,0.12,1,0
528022,Somewhere Else,2594559,Els,,Westerpark,52.391392480346624,4.888737721989992,Private room,100,2,65,2017-11-01,4.58,1,321
21747606,Wonderfull appartment in city centre,147085381,Adem,,Westerpark,52.37794023077353,4.876142175524494,Entire home/apt,200,2,1,2017-11-26,1,1,5
7464075,Fantastic 1 bedroom apartment in Westerpark,16082874,Dimitri,,Westerpark,52.38539072793147,4.871315924393358,Entire home/apt,130,2,2,2017-09-17,0.26,1,0
18798420,Lelystad near the centre Sailingyacht up to 10p,42150553,Jurjen,,Westerpark,52.396913668540485,4.888071008373733,Entire home/apt,499,2,0,,,1,0
14072317,Charming and spacious apartment in Westerpark,5446485,Xavier,,Westerpark,52.38531422463268,4.872937786851768,Entire home/apt,100,2,9,2017-10-01,0.56,1,0
19637712,Cosy and renewed apartment in very nice area,77146557,Marko,,Westerpark,52.390260887258286,4.88114789575483,Entire home/apt,106,2,12,2017-11-20,3.13,1,1
13851468,Cozy 1st fl. appartment Westerpark,7245730,Arthur,,Westerpark,52.39300319196445,4.872717098412292,Entire home/apt,90,3,10,2017-11-28,0.59,1,192
19627780,Perfect apartm - 3 larges bedrms - perfect spot!,133081519,Kirby,,Westerpark,52.374517323346545,4.874386189056204,Entire home/apt,225,1,4,2017-11-27,0.93,1,2
21355232,Private Apartment in the Heart of the City.,154586855,Jasper,,Westerpark,52.37621774189432,4.871917470300677,Entire home/apt,119,1,0,,,1,85
7002796,Clean and most charming Appartment,36712590,Fatima,,Westerpark,52.3893939399525,4.886566672514982,Private room,120,1,56,2017-09-16,1.95,1,0
16994073,Top located canal house,3241444,Thijs,,Westerpark,52.384437013834294,4.880686950303052,Entire home/apt,200,1,16,2017-10-09,1.58,2,11
481664,"Einzigartiges Hausboot ""De Calidris!",1382273,Eltjo & Liselore,,Westerpark,52.39038482976692,4.891275742539775,Private room,105,2,297,2017-11-26,6.22,1,334
11614624,Family house near centre + balcony,61362125,Daphne,,Westerpark,52.388789329651836,4.877101426361005,Entire home/apt,130,3,1,2017-10-09,0.25,1,0
17652095,Perfect family home in center of Amsterdam,60070666,Marie-Elle,,Westerpark,52.37763796207153,4.87434557677795,Entire home/apt,110,2,3,2017-08-02,0.40,1,3
16996727,Rooftop apartment amidst Jordaan & Westerpark,11870611,Alexandra,,Westerpark,52.37945803751344,4.877109314190234,Entire home/apt,200,4,11,2017-09-26,1.13,1,9
579851,Studio on Spectacular Houseboat,2851886,Sonja,,Westerpark,52.38981615790284,4.884208708505903,Private room,129,2,295,2017-11-09,4.70,1,32
13425006,"Stylish, modern and light 2 bedroom - Old West",3276289,Lara,,Westerpark,52.37680812174089,4.87021418992886,Entire home/apt,95,4,18,2017-04-18,1.05,3,27
11524410,Cosy appartment in Westerpark near Jordaan,21526374,Esther & Michel,,Westerpark,52.38225471231064,4.872673069786373,Entire home/apt,125,2,12,2017-08-19,0.63,1,36
11393939,Mooi groot modern appartement,59779825,Boy,,Westerpark,52.39040725728782,4.88606668034429,Entire home/apt,107,2,6,2016-11-12,0.28,1,0
6839184,Light and lovely apartment  60 m2,30152714,Emely,,Westerpark,52.37401660575945,4.875071380498835,Entire home/apt,140,4,13,2017-05-28,0.44,1,302
18994995,New Paradise,85927858,Rick,,Westerpark,52.38453104352611,4.8712422045670145,Private room,75,3,15,2017-11-12,2.49,2,75
6743004,"Light, spacious apartment in A'dam.",35307425,Giselle,,Westerpark,52.39218338089748,4.872677830547191,Entire home/apt,120,5,8,2017-08-26,0.27,1,0
