id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
19938125,Charming apt. for 4p in East area,107745142,Oscar,,Oostelijk Havengebied - Indische Buurt,52.36503571089275,4.933521409942049,Entire home/apt,149,2,6,2017-09-03,1.32,91,0
17120081,Amsterdam East,115030181,Evelien & Eveline,,Oostelijk Havengebied - Indische Buurt,52.365616835329874,4.934348394078239,Private room,100,2,24,2017-10-22,2.42,2,282
19807045,Stay in your comfort zone :),28218333,Orhun,,Oostelijk Havengebied - Indische Buurt,52.36297217060999,4.932229374590489,Entire home/apt,80,1,2,2017-11-20,0.47,1,3
998139,Trendy appt. with jacuzzi!,5136065,Darius,,Oostelijk Havengebied - Indische Buurt,52.366012836847204,4.9336924908593875,Entire home/apt,95,2,54,2017-11-08,1.03,1,84
9462627,Beautiful home for the Holidays!,49035725,Roelant,,Centrum-Oost,52.363048944692125,4.909387192705408,Entire home/apt,175,4,1,2016-01-02,0.04,1,0
18625789,Comfortable apartment at popular Indische Buurt,60310213,Leon,,Oostelijk Havengebied - Indische Buurt,52.364572663088325,4.943955756699753,Entire home/apt,110,2,2,2017-08-13,0.51,1,0
17415640,Modern apt in trendy and upcoming Amsterdam-Oost,108235457,Kevin,,Oostelijk Havengebied - Indische Buurt,52.36439177150449,4.941167681879996,Entire home/apt,95,2,10,2017-08-28,1.08,1,0
14998245,Authenic Dutch house/Loft in Amsterdam (east),11132770,Jaila,,Oostelijk Havengebied - Indische Buurt,52.368998827989046,4.938713859816126,Entire home/apt,150,3,12,2017-11-04,0.85,1,173
10762669,Room in the Indische Buurt,9091479,Marijn,,Oostelijk Havengebied - Indische Buurt,52.36600307487598,4.9446402473791125,Private room,55,2,3,2016-07-24,0.15,2,0
21379408,Bright and modern apartment Amsterdam,154839618,Willem,,Oostelijk Havengebied - Indische Buurt,52.361971798578956,4.942968029929233,Entire home/apt,140,2,4,2017-12-03,3.16,1,6
7781563,apartment/artist's studio with a view for couples,37678030,Alexander,,Oostelijk Havengebied - Indische Buurt,52.359407944607234,4.937657648957731,Entire home/apt,85,5,9,2017-07-02,0.32,1,0
17992077,Perfect for (young) families!,15573998,Valerie,,Oostelijk Havengebied - Indische Buurt,52.37629834467665,4.928451680779859,Entire home/apt,160,2,6,2017-11-04,0.75,1,131
20744584,Seventies boatstay 1-3 person,70124033,Rodrigo,,Oostelijk Havengebied - Indische Buurt,52.368738263939605,4.944156808278806,Entire home/apt,59,5,1,2017-10-23,0.70,1,0
19204478,"Bright, Spacious & Luxurious @hip & green East!",25458861,Bram,,Oostelijk Havengebied - Indische Buurt,52.36125167766482,4.94320505163262,Entire home/apt,85,4,1,2017-07-16,0.21,1,0
9964923,Lovely place in BOOMING A'dam east,30069456,Sven,,Oostelijk Havengebied - Indische Buurt,52.36322466922324,4.9332396627053186,Entire home/apt,89,1,0,,,1,0
7671152,Beautifully renovated apartment in trendy area,40277712,Leslie,,Oostelijk Havengebied - Indische Buurt,52.364617862289656,4.940482588720889,Entire home/apt,80,3,13,2017-08-20,0.48,1,0
7540069,Tidy apt in the East of Amsterdam near Flevopark!,5319460,Joost,,Oostelijk Havengebied - Indische Buurt,52.36553259326196,4.9346498748073895,Entire home/apt,130,2,14,2017-01-15,0.49,1,0
9932130,Bright and modern private appt.,49287178,Ruben,,Oostelijk Havengebied - Indische Buurt,52.363910685927344,4.933385397968537,Entire home/apt,75,2,8,2016-10-23,0.37,1,0
13896803,Friendly hide-out in Amsterdam,47759367,Marine,,Oostelijk Havengebied - Indische Buurt,52.362778555559736,4.9371473325677435,Private room,30,3,3,2017-09-27,0.18,1,0
7506985,Comfortable apartment in Amsterdam,9135853,Ireen,,Oostelijk Havengebied - Indische Buurt,52.37392942180077,4.946483919806293,Entire home/apt,100,8,8,2017-09-03,0.29,1,302
14191649,Lovely styled Amsterdam East apartment,25840017,Susan,,Oostelijk Havengebied - Indische Buurt,52.359529158819385,4.937387323803114,Entire home/apt,150,2,2,2016-08-26,0.13,1,0
19926015,Appartment with garden @ Oosterpark,7865744,Niek,,Oostelijk Havengebied - Indische Buurt,52.361375181000994,4.936759729487257,Entire home/apt,139,2,4,2017-10-15,0.99,1,58
10161099,Nice cosy apartement in Amsterdam East,5689129,Mustafa,,Oostelijk Havengebied - Indische Buurt,52.36591564404136,4.938955906587127,Entire home/apt,110,3,16,2017-07-23,1.20,2,0
10564421,Roof top Design Apartment,5075529,Daniel,,Oostelijk Havengebied - Indische Buurt,52.36361853425576,4.932941422819587,Entire home/apt,200,2,0,,,1,20
1491346,Cozy apartment in Amsterdam,4425869,Bas,,Oostelijk Havengebied - Indische Buurt,52.36691543941521,4.939209810557803,Entire home/apt,99,3,25,2017-05-06,0.48,1,0
9766629,180 m2 Family home in city center,50360760,Eskil,,Oostelijk Havengebied - Indische Buurt,52.37277397689813,4.937427348283951,Entire home/apt,150,2,3,2016-08-02,0.16,1,0
7505530,Cozy apartment in beautiful Oost,12455799,Wouter,,Oostelijk Havengebied - Indische Buurt,52.36397130553311,4.937540871086865,Entire home/apt,100,4,7,2016-10-24,0.36,1,0
919118,Great Apt in booming A'dam ' Oost'!,4936848,Natasja,,Oostelijk Havengebied - Indische Buurt,52.375779574103525,4.953587107512031,Entire home/apt,89,4,17,2015-10-18,0.31,1,136
5190193,Spacious modern 2 bedroom apartment,23748264,Shireen,,Oostelijk Havengebied - Indische Buurt,52.36119726021047,4.9452982616486585,Entire home/apt,170,1,17,2017-10-17,0.52,2,360
10291708,Cozy modern apartment with large balcony,52671214,Harm,,Oostelijk Havengebied - Indische Buurt,52.3643307280853,4.942347036771601,Entire home/apt,100,2,4,2017-06-04,0.21,1,13
19761810,Recently renovated ground floor apartment (East),2076850,Jeroen,,Oostelijk Havengebied - Indische Buurt,52.36470515312632,4.937307930288562,Entire home/apt,150,3,5,2017-11-04,1.11,1,8
5922703,Nice room in vibrant Indische buurt,12578732,Tamara,,Oostelijk Havengebied - Indische Buurt,52.359849943892854,4.935788522076412,Private room,100,2,66,2017-11-19,2.04,2,4
16328805,Enjoy Amsterdam in this beautiful apartment!,106881878,Marije,,Oostelijk Havengebied - Indische Buurt,52.36418773586403,4.943222078233403,Entire home/apt,85,3,9,2017-09-04,0.79,1,0
4884758,Sunny room in the East of Amsterdam,20391302,Anitra,,Oostelijk Havengebied - Indische Buurt,52.362977595644686,4.940274676042785,Private room,30,5,3,2016-07-29,0.10,1,0
7539820,90m2 apartment+balcony in hip east,17555747,Anouk,,Oostelijk Havengebied - Indische Buurt,52.363994614335596,4.934861110089288,Entire home/apt,180,3,4,2016-01-01,0.14,1,0
12257516,"Trendy, cozy and well located appartment",37201743,Justin,,Oostelijk Havengebied - Indische Buurt,52.36252910143856,4.93652585877516,Entire home/apt,120,2,0,,,1,0
14190815,Cool authentic home in Amsterdam East.,9202473,Reinier,,Oostelijk Havengebied - Indische Buurt,52.367802979155655,4.944788793596025,Entire home/apt,85,5,17,2017-08-25,1.04,1,53
6149840,Chambre lumineuse sur Javastraat,3193904,Jean-Michel,,Oostelijk Havengebied - Indische Buurt,52.36376046280928,4.940230606401099,Private room,90,2,2,2017-09-06,0.23,1,330
7519976,"Modern, light & cozy apartment",1203532,Anneke,,Oostelijk Havengebied - Indische Buurt,52.36407646385785,4.9410960141255815,Entire home/apt,95,3,13,2017-09-18,0.48,1,0
9882438,Spacious & light apartment with rooftop terrace,2985418,Amika,,Oostelijk Havengebied - Indische Buurt,52.36200599602014,4.943011929401067,Entire home/apt,99,2,15,2017-10-28,0.73,1,222
20594062,Triple room 10 min to Central Station,146255772,Mieke,,Oostelijk Havengebied - Indische Buurt,52.37165317447668,4.937512334262299,Private room,73,3,0,,,2,122
4478657,Cosy&quiet roof terrace-apartment,13429583,Robert,,Oostelijk Havengebied - Indische Buurt,52.36601327418851,4.932774102821208,Entire home/apt,170,4,13,2016-08-13,0.35,1,331
19761257,Luxurious house boat with view over water!,75206611,Milan & Koen,,Oostelijk Havengebied - Indische Buurt,52.37746276159421,4.944373532473062,Entire home/apt,290,2,1,2017-08-14,0.27,28,0
21792580,Watervilla in vibrant Zeeburg,158806035,Vitali,,Oostelijk Havengebied - Indische Buurt,52.367693729387895,4.9445419676813165,Entire home/apt,150,2,0,,,1,16
14059307,Modern stylish apartment in trendy and hip area,20752882,Matthijs,,Oostelijk Havengebied - Indische Buurt,52.36339906947429,4.93362045234215,Private room,85,3,11,2017-08-21,0.66,1,12
2026455,Sailing ship Isis.,10409807,Joost,,Oostelijk Havengebied - Indische Buurt,52.37683055877225,4.9352628773049485,Entire home/apt,622,3,38,2017-11-19,0.85,3,82
2788545,Spacious apartment in trendy East,14263733,Tim & Anne,,Oostelijk Havengebied - Indische Buurt,52.36404973724367,4.934312817754076,Entire home/apt,170,2,4,2016-07-29,0.20,1,337
13732168,Sailing yacht in Eastern Amsterdam!,80334765,Toon,,Oostelijk Havengebied - Indische Buurt,52.370567519785524,4.945820203058771,Entire home/apt,100,3,6,2017-05-28,0.35,1,0
15431815,Lovely spacious terraced house,12532564,Thomas,,Oostelijk Havengebied - Indische Buurt,52.367270498089276,4.94983176899985,Entire home/apt,175,2,16,2017-11-12,1.16,1,353
13567062,Beautiful & Cosy Amsterdam apt. near Dappermarkt!,78218008,Willem,,Oostelijk Havengebied - Indische Buurt,52.36368173045812,4.931848376412502,Entire home/apt,130,2,6,2016-10-20,0.37,1,2
6816828,Very beautiful room in the centre,2814474,Sara,,Oostelijk Havengebied - Indische Buurt,52.373316534123504,4.936135389927081,Private room,90,1,0,,,1,0
8828368,Lovely apartment with a great view,12544530,Esther,,Oostelijk Havengebied - Indische Buurt,52.371307233149345,4.944802247420559,Entire home/apt,135,2,11,2017-05-28,0.53,1,337
4851752,Lovely apartment with roof terrace,693375,Ruud,,Oostelijk Havengebied - Indische Buurt,52.362830546891466,4.933660944398357,Entire home/apt,110,2,18,2017-11-19,0.51,2,275
1509400,spacious apartment and sunny garden,8062053,Maaike,,Oostelijk Havengebied - Indische Buurt,52.36879537912426,4.941252558052706,Entire home/apt,175,3,29,2017-10-18,0.58,1,335
15861762,Home in the most outstanding area of Amsterdam,261549,Christian,,Oostelijk Havengebied - Indische Buurt,52.364047421526166,4.93459861348788,Entire home/apt,150,2,0,,,1,358
14484243,Modern vintage studio,89346629,Natasha,,Oostelijk Havengebied - Indische Buurt,52.36285418054737,4.933259767760256,Entire home/apt,149,2,15,2017-11-12,0.96,1,9
13680893,Spacious bright new apartment with balcony (2p),55565960,Karin,,Oostelijk Havengebied - Indische Buurt,52.362878539962516,4.944642409525433,Entire home/apt,125,2,8,2017-11-05,2.64,1,0
13599479,"Comfortable, light and cozy studio",10716811,Roderick,,Oostelijk Havengebied - Indische Buurt,52.364037348833484,4.937590690071326,Entire home/apt,79,3,1,2016-07-23,0.06,1,0
7570081,Ruim appartement met tuin,39689218,Richard,,Oostelijk Havengebied - Indische Buurt,52.36393471860174,4.943078310888885,Entire home/apt,120,20,1,2015-08-22,0.04,1,363
13501077,Spacious & cozy apartment near city-center,1619120,Virag,,Oostelijk Havengebied - Indische Buurt,52.363271212361646,4.934847445457447,Entire home/apt,95,2,15,2017-10-01,0.85,1,0
18744488,Indische buurt.,2381477,Marie,,Oostelijk Havengebied - Indische Buurt,52.360881413318495,4.934891269398503,Entire home/apt,150,2,4,2017-10-22,0.60,1,0
7898257,"Bright, charming 3-room apartment",41643553,Lorraine,,Oostelijk Havengebied - Indische Buurt,52.36044599505993,4.9434035844812065,Entire home/apt,110,2,9,2017-11-05,0.33,1,0
21201498,Lovely Room in Amsterdam-Oost,153140216,Sven,,Oostelijk Havengebied - Indische Buurt,52.36579633605599,4.932148388860469,Private room,58,1,4,2017-12-04,3.53,1,19
6965013,Boat&Breakfast de Dageraad,1730835,Sylvia,,Oostelijk Havengebied - Indische Buurt,52.37540876465772,4.947320379587856,Private room,145,2,7,2017-09-16,0.26,2,81
16411584,Single Room with double bed in Amsterdam east,83673574,Enrico,,Oostelijk Havengebied - Indische Buurt,52.36231548789845,4.944151130012296,Private room,31,18,0,,,1,0
14189053,"Spacious brandnew apartment, great location",55715648,Tamer,,Oostelijk Havengebied - Indische Buurt,52.361702470772194,4.932966370905672,Entire home/apt,150,2,9,2017-09-19,1.16,1,179
16465994,Cosy and spacious apartment,108033103,Dani,,Oostelijk Havengebied - Indische Buurt,52.363573575395314,4.9349181060961955,Private room,99,2,0,,,1,0
17384687,Comfortable Duplex Apartment Nearby City Center!,117504404,Su,,Oostelijk Havengebied - Indische Buurt,52.360387455523785,4.944181943702543,Entire home/apt,225,2,13,2017-10-05,1.62,1,0
13631833,Great musician home with big garden,3288036,Vanessa,,Oostelijk Havengebied - Indische Buurt,52.36171549265471,4.93417719466524,Entire home/apt,110,2,6,2017-08-26,0.36,1,0
19675135,Seven Meters High Ceilings Penthouse Island,2485222,Meis,,Oostelijk Havengebied - Indische Buurt,52.37612698062489,4.941454098702249,Entire home/apt,250,2,7,2017-08-14,1.41,1,156
7846243,Old Masters Apartment,12856622,Gert-Jan,,Centrum-Oost,52.36233551158266,4.889390596422164,Entire home/apt,175,7,28,2017-11-28,1.40,9,300
21184567,Cosy house + garden: nature&city combined,4593452,Evelien,,Oostelijk Havengebied - Indische Buurt,52.36210945959738,4.945563648825926,Entire home/apt,85,2,4,2017-11-27,2.79,1,3
17793207,"Beautiful Spacious Apt, Private Parking, Balcony",121564200,A B,,Oostelijk Havengebied - Indische Buurt,52.36884617933476,4.935648691108994,Private room,175,5,12,2017-07-24,1.53,1,0
17793177,beautiful room,121131756,Samri,,Oostelijk Havengebied - Indische Buurt,52.36122357375533,4.939869409408955,Private room,49,1,18,2017-11-15,2.34,3,271
21548674,Comfy apartment east of city centre,1539253,Jacob,,Oostelijk Havengebied - Indische Buurt,52.36357709645501,4.932528224711266,Entire home/apt,79,3,1,2017-11-13,1,1,1
20430895,Spacious and quite apartment at the KNSM island!,21169346,Ruud,,Oostelijk Havengebied - Indische Buurt,52.37624715899905,4.944516826516751,Entire home/apt,130,2,5,2017-11-26,1.50,1,26
1267645,Unique Houseboat+zooview central in Amsterdam,6900127,Tjalling,,Centrum-Oost,52.368864852530706,4.91631683370818,Entire home/apt,200,2,16,2017-09-11,0.30,1,30
11155657,Lovely houseboat @ great location,54597209,Sjoerd,,Centrum-Oost,52.373261054659565,4.907512350529501,Entire home/apt,175,2,18,2017-10-24,1.07,1,8
7890588,Spacious Loft at Central Station,31089717,Maarten & Faryel,,Centrum-Oost,52.37591157241679,4.906371160727291,Entire home/apt,80,4,7,2017-04-12,0.26,1,0
5691015,Comfort - Room only Central Station,8948053,Vu,,Centrum-Oost,52.37673480419281,4.905690635230092,Private room,99,2,96,2017-12-03,3.02,2,333
20299013,Appartment in city center,10052123,Jik,,Centrum-Oost,52.37034417978412,4.908826480643825,Entire home/apt,210,2,4,2017-10-05,1.11,1,15
18150442,Bright Plantage flat near Artis,1964005,David,,Centrum-Oost,52.366675650720765,4.912661295505263,Entire home/apt,160,3,0,,,2,0
12984704,central amsterdam apartment,2737698,Kadir,,Centrum-Oost,52.370444792677745,4.9073616663221395,Entire home/apt,165,2,0,,,1,0
13891719,Beautiful bright spacious city center apartment!,8226940,Alexandra,,Centrum-Oost,52.36621861477769,4.911689786206307,Entire home/apt,150,2,16,2017-12-03,0.96,1,9
18470157,STUDIO AMSTERDAM CENTER,42890972,Perla,,Centrum-Oost,52.37038383557311,4.914359233213899,Entire home/apt,120,2,15,2017-10-23,2.18,1,54
8833187,Cosy apartment A'dam Centre/East,4867832,Michel,,Centrum-Oost,52.3700137401985,4.9286416269143265,Entire home/apt,125,2,14,2017-11-12,0.76,1,27
20987953,Posh Canaal Ring room by Heineken & Museum Quarter,9427752,Yasi,,Centrum-Oost,52.35976709310428,4.894831069512978,Private room,115,2,7,2017-11-19,4.57,1,11
2282124,Spacious family apartment Amsterdam center,11655485,Wouter,,Centrum-Oost,52.369709963692195,4.9138244781849245,Entire home/apt,225,5,3,2017-05-06,0.19,1,0
17818381,Clean Scandinavian Style Apt in Central,733817,Smaltost,,Centrum-Oost,52.37440201630434,4.9055262558774935,Entire home/apt,179,4,5,2017-06-29,0.64,1,111
18868205,2 bedrooms in the heart of Amsterdam,26045647,Alexander,,Centrum-Oost,52.35938167884336,4.895608620260015,Private room,199,1,2,2017-07-30,0.38,2,0
10264679,Traditional Canal View Apartment,3071960,Niek,,Centrum-Oost,52.373027361775584,4.906173188913333,Entire home/apt,145,3,20,2017-07-03,1.04,1,333
21759547,BRIGHT & MODERN 2BR IN PRINS HENDRIKKADE,54987,Nathan,,Centrum-Oost,52.37059481905889,4.91384815071173,Entire home/apt,600,7,0,,,5,365
19391776,Amsterdam City Centre East | Czaar Peterstraat,135954471,Thomas,,Centrum-Oost,52.369631730644635,4.929757844724068,Entire home/apt,129,3,10,2017-10-09,2.34,1,2
4610594,Bohemian chic canalhouse with sunny roofterrace,14686848,Christien,,Centrum-Oost,52.36912237287902,4.909058494346935,Entire home/apt,315,4,26,2017-08-22,0.73,1,343
13951234,Beautiful loft style apt in Amsterdam city centre,47570253,Misha,,Centrum-Oost,52.367240397720416,4.912814524550796,Entire home/apt,150,1,0,,,1,0
228174,BEAUTIFUL Canal View Loft in heart of Amsterdam,1174266,Sanne & Martijn,,Centrum-Oost,52.3733964049231,4.905976787557855,Entire home/apt,159,3,30,2017-09-12,0.69,1,0
19976750,Spacious private Leidse Square apartment (2) | 4P,141665148,Kadir,,Centrum-Oost,52.365431788824885,4.882082133842888,Entire home/apt,120,7,0,,,4,222
14642584,Lovely Amsterdam Apartment,24280222,Ronald,,Centrum-Oost,52.37125429418615,4.931772750338251,Entire home/apt,115,3,16,2017-06-18,1.08,1,337
6112006,Luxury downtown apartment & garden,6139246,Jim,,Centrum-Oost,52.35914709341055,4.896002087170943,Entire home/apt,135,3,17,2017-05-15,0.54,1,218
1891590,Spacious canal penthouse in Centre,4807298,Kees,,Centrum-Oost,52.36565067733345,4.909689917244842,Entire home/apt,200,3,63,2017-10-23,1.44,1,335
11320052,Heerlijk huisje randje centrum!,59203588,Sjors,,Centrum-Oost,52.37065720301094,4.909214050983149,Entire home/apt,109,2,0,,,1,0
5260221,Magnificent 170m2 centre app,14153634,Dexter,,Centrum-Oost,52.358770043692324,4.895142492397293,Entire home/apt,450,2,6,2017-09-17,0.22,1,305
18118757,Design apartment in city Centre,2517962,Anne,,Centrum-Oost,52.3708886556543,4.911249164246285,Entire home/apt,175,4,5,2017-09-24,0.95,2,0
4830791,Design/Luxury/Canal Apartment ,6019841,Petra,,Centrum-Oost,52.366929499388156,4.906885104539565,Entire home/apt,289,3,22,2017-10-28,0.76,2,66
19885291,Spacious Family House In Amsterdam City Centre,7329331,Sander,,Centrum-Oost,52.35911459430413,4.896463702065415,Entire home/apt,250,7,0,,,1,0
340994,Stay at 'Perfect appartement in the center' by the,1730202,Anja,,Centrum-Oost,52.36884439013096,4.906479868020015,Entire home/apt,140,4,28,2017-11-03,0.41,1,150
8706862,Houseboat on perfect location,31137920,Joop,,Centrum-Oost,52.35820921608916,4.895939637360107,Entire home/apt,300,4,28,2017-09-20,1.13,1,59
16340282,Very spacious canal apartment in the City Centre,68045080,Giesje,,Centrum-Oost,52.36946388010106,4.907896855962867,Entire home/apt,130,2,2,2017-05-05,0.18,2,0
9500000,17th Century Canal View in Center.,98844,Manolis,,Centrum-Oost,52.3694825848437,4.90725121452671,Entire home/apt,130,7,9,2017-03-26,0.44,1,365
21437346,Cousy &  comfortable room in central Amsterdam,155411522,Wendy,,Centrum-Oost,52.36580528201213,4.897042648750084,Private room,75,2,2,2017-11-06,1.58,3,25
19067005,Authentic Houseboat in Top Center,131911468,Pedja&Nina,,Centrum-Oost,52.37455018912665,4.907861254046334,Entire home/apt,145,1,0,,,6,177
898358,Cosy apartment in heart of center,4793835,Klaas,,Centrum-Oost,52.37698171436658,4.9083426293063495,Entire home/apt,130,2,2,2016-11-28,0.16,1,0
18966303,Large town house in Amsterdam city centre,929639,Chris,,Centrum-Oost,52.359343241808574,4.895765120741982,Entire home/apt,300,4,2,2017-08-04,0.45,1,22
14971056,Authentic houseboat in the center,94299758,Truus,,Centrum-Oost,52.37397377484766,4.906603752934642,Entire home/apt,150,2,41,2017-10-05,2.89,2,51
14039431,Authentic houseboat in the center of Amsterdam,38150565,John,,Centrum-Oost,52.37035497590928,4.909585629432683,Entire home/apt,130,2,25,2017-06-30,1.52,2,0
6163575,30m2 room in Amsterdam city center,31975730,Johannes,,Centrum-Oost,52.36905637765029,4.8994757078608,Private room,150,1,0,,,1,0
18954673,Spacious & cozy two story-appt. in Amsterdam East!,12954144,Laura,,Centrum-Oost,52.37141612120756,4.931228502847569,Entire home/apt,125,2,7,2017-10-01,1.09,1,12
8746809,"★Cozy, quiet old house + garden + city Centre ★",9124929,Emma & Albi,,Centrum-Oost,52.368415650561126,4.910719084714116,Entire home/apt,225,5,3,2017-10-31,1.15,1,357
15653835,Harbour Suites 9: The Loft,101015837,Olmo,,Centrum-Oost,52.37405165343405,4.905940374383478,Entire home/apt,219,7,3,2017-02-27,0.27,9,308
8548182,Beautiful spacious apartment in city centre!,5834706,Tanne,,Centrum-Oost,52.36634269775526,4.911600198738187,Entire home/apt,175,2,6,2017-04-17,0.29,1,16
12950732,Quiet cozy place Amsterdam Center,3589849,Dennis,,Centrum-Oost,52.36629814456086,4.910117135349843,Entire home/apt,112,2,28,2017-09-01,1.57,1,0
9026133,"Rhizome Books ""a Room with a View""",409583,Minou,,Centrum-Oost,52.3708247033222,4.9111208870071605,Private room,130,1,83,2017-11-13,3.32,2,327
11516802,Lovely and cosy Houseboat Amsterdam,34486534,Marc,,Centrum-Oost,52.368818926109235,4.915568097930914,Entire home/apt,270,4,1,2016-04-01,0.05,1,0
20588835,Amsterdam,106516462,John,,Centrum-Oost,52.37138490199051,4.909950969402822,Private room,90,1,5,2017-12-03,2.54,1,6
593101,Cozy room in Amsterdam's Center,2408429,Sofia,,Centrum-Oost,52.36994426795205,4.914818270364342,Private room,55,2,169,2017-12-03,3.87,1,303
15463427,Spacious double room in Amsterdam,47488392,Joris,,Centrum-Oost,52.368864653704314,4.909605674518983,Private room,200,2,39,2017-11-12,2.87,2,73
19837019,Very central & quiet apartm. Top flr. with balcony,11143391,Moreen,,Centrum-Oost,52.359245722332076,4.895366514661136,Entire home/apt,100,3,8,2017-11-25,2.22,1,3
12954766,Classic houseboat city center Amsterdam,71193726,Jochum,,Centrum-Oost,52.37498945045387,4.91630602190573,Shared room,250,3,25,2017-09-18,1.33,2,0
5752944,Houseboat,18675105,Anneke,,Centrum-Oost,52.36931956175525,4.915131522304907,Private room,185,1,26,2017-02-27,0.79,1,272
19808000,Cozy apartment near zoo and city center.,139413785,Robert,,Centrum-Oost,52.36686109802752,4.910869607816759,Private room,90,2,19,2017-11-13,5.18,1,153
16835025,Large private room with lots of privacy,47488392,Joris,,Centrum-Oost,52.367523647348285,4.909487288380748,Private room,200,2,27,2017-11-19,2.60,2,81
21208132,"Bright, central and newly renovated apartment",7376255,Francois,,Centrum-Oost,52.35883761708646,4.896388528707314,Entire home/apt,160,2,0,,,1,4
15814568,Beatiful canalhouse apartment in the city centre,36807506,Stijn,,Centrum-Oost,52.37281014131079,4.905645708490558,Entire home/apt,140,2,4,2017-02-23,0.35,1,0
16265950,Stylish & Characteristic Rooftop Apartment,5979593,Tiffany,,Centrum-Oost,52.37070515763556,4.907967302820895,Entire home/apt,199,3,3,2017-04-30,0.27,1,0
311694,Excellent Room-2 Centre Amsterdam,1480817,Gerard,,Centrum-Oost,52.361762071894596,4.893214501045171,Private room,115,2,7,2017-05-27,0.22,2,348
12804908,Big Room in the Center,69784413,Patagonic,,Centrum-Oost,52.363327712588166,4.8923630350635605,Private room,105,2,28,2017-10-01,1.44,1,63
18402447,Weesper Studio 2,44168250,Ruben,,Centrum-Oost,52.361006260499984,4.909585598014059,Private room,100,2,2,2017-06-25,0.27,19,347
1922229,apartment in the city centre!,9961834,Irene,,Centrum-Oost,52.37101982322165,4.902456739107612,Entire home/apt,100,2,33,2017-08-26,0.70,1,0
4775827,Spacious Luxury Canal Apartment,20800124,Jurjen,,Centrum-Oost,52.36321755165331,4.906643512031204,Entire home/apt,345,3,42,2017-11-19,1.25,3,273
1286810,Cozy two-room apartment,6998257,Janno,,Centrum-Oost,52.36372890112306,4.908967101666503,Entire home/apt,125,3,30,2017-10-29,0.60,1,1
20498047,A typical Old Amsterdam beautifull house.,146337361,Ernst,,Centrum-Oost,52.361328866394935,4.909729966722217,Entire home/apt,80,2,9,2017-12-03,6.14,1,20
2842942,GREAT LOCATED CANAL HOUSE,14540843,Diederik,,Centrum-Oost,52.36291477076055,4.906482710365363,Entire home/apt,140,2,0,,,1,28
647027,Canal view apartment in Centre ,3243732,Amsterdam Apartment Rental,,Centrum-Oost,52.36253846768021,4.909162605439428,Entire home/apt,140,7,53,2017-11-18,0.83,1,163
2471617,Charming Canal house City Centre 4p,6331314,Douwe,,Centrum-Oost,52.37189614676867,4.9043693624580005,Entire home/apt,149,3,272,2017-11-25,6.12,1,12
21389780,Elegant & Stylish apartment centre of Amsterdam,153385115,John,,Centrum-Oost,52.362477591734084,4.9103902071678664,Entire home/apt,350,2,1,2017-11-12,1,1,268
754613,Canal house - Heart of Amsterdam,3970753,Take & Eline,,Centrum-Oost,52.37356972591592,4.9042491335565295,Entire home/apt,250,3,139,2017-11-05,2.37,1,67
18610613,"Houseboat in the centre of Amsterdam, luxury chill",67179220,Maarit,,Centrum-Oost,52.36410108094224,4.906872374732769,Entire home/apt,300,3,15,2017-10-29,2.37,1,175
21687625,Canal house next to Amsterdam CS. Perfect for Fam.,100327409,Friederike,,Centrum-Oost,52.372247224251375,4.903152948165956,Entire home/apt,395,3,0,,,1,9
17549368,Modern apartment in typical Amsterdam canal house,88842323,Kevin,,Centrum-Oost,52.36439208144801,4.908260990851178,Entire home/apt,290,2,5,2017-11-26,1.19,1,160
20794988,Ideally located appartment with a great view,114196395,Machiel,,Centrum-Oost,52.36149722919013,4.8931413151163285,Entire home/apt,149,2,7,2017-12-03,3.18,1,18
6109568,"Bright apartment near Waterloo, Skinny Bridge.",31702410,Marthe,,Centrum-Oost,52.36227806411456,4.907953472531503,Entire home/apt,90,4,12,2017-08-16,0.70,1,0
1864726,"New design houseboat, green centre",9723327,Jasper,,Centrum-Oost,52.36502873702563,4.9081834287585435,Entire home/apt,225,3,54,2017-10-04,1.22,1,302
19454241,Luxurious open plan loft on a beautiful canal,3455113,Stephanie,,Centrum-Oost,52.36348869649283,4.905612856049314,Entire home/apt,250,7,0,,,1,0
13295511,Studio apartment for two,15260869,Suzanna,,Centrum-Oost,52.36133783108093,4.908464524409318,Entire home/apt,99,2,9,2017-07-20,0.52,1,3
7924622,Your Holididays@ Wonderful Canal App. -City Center,41788459,Jill,,Centrum-Oost,52.36452069100615,4.907922316099943,Entire home/apt,150,2,18,2017-09-25,0.71,1,0
6382042,Zoku Loft XL - Home/Office Hybrid,30890942,Zoku Amsterdam,,Centrum-Oost,52.36437765944613,4.90742599744686,Entire home/apt,164,5,3,2017-06-27,0.19,4,361
12640314,Luxurious apartment in Amsterdam City Center,41527046,Kirsten,,Centrum-Oost,52.36081015840346,4.905867652487505,Entire home/apt,175,1,0,,,1,1
19919844,Spacious Luxury Apartment in Amsterdam,14874061,Jasper,,Centrum-Oost,52.3621120892528,4.907945816273699,Entire home/apt,175,2,1,2017-07-30,0.23,16,0
14152376,Light apartment in city centre (sunny balcony),8102082,Ruben & Floortje,,Centrum-Oost,52.36285988825942,4.9144680586333935,Entire home/apt,125,2,12,2017-05-05,0.76,1,0
